0	1.000000e+00
1	7.383032e-01
2	5.640990e-01
3	4.561165e-01
4	3.977904e-01
5	3.072326e-01
6	2.400951e-01
7	1.900482e-01
8	1.610633e-01
9	1.029977e-01
10	8.550169e-02
11	8.856866e-02
12	9.931365e-02
13	7.258558e-02
14	6.244261e-02
15	5.803737e-02
16	4.244230e-02
17	2.640208e-02
18	3.210939e-02
19	2.099924e-02
20	2.073757e-02
21	1.186375e-03
22	-1.620110e-02
23	-2.093196e-02
24	-1.604880e-02
25	-7.179354e-03
26	2.798619e-03
27	-5.510419e-03
28	2.115801e-02
29	3.543317e-02
30	4.444601e-02
31	6.406573e-02
32	9.444483e-02
33	9.515645e-02
34	8.795810e-02
35	8.110883e-02
36	6.325539e-02
37	6.198355e-02
38	4.810304e-02
39	4.950382e-02
40	4.033961e-02
41	3.068295e-02
42	2.673702e-02
43	3.314565e-02
44	1.492659e-02
45	2.068510e-03
46	2.802277e-02
47	6.577396e-02
48	8.602268e-02
49	9.117440e-02
50	9.823228e-02
51	8.025050e-02
52	4.134085e-02
53	2.048673e-02
54	2.064908e-02
55	4.937975e-03
56	-1.961387e-02
57	-4.219350e-02
58	-5.021555e-02
59	-4.817279e-02
60	-4.640538e-02
61	-4.487924e-02
62	-4.439212e-02
63	-3.560327e-02
64	-6.016688e-02
65	-7.097495e-02
66	-1.022803e-01
67	-1.114596e-01
68	-1.140029e-01
69	-9.887347e-02
70	-1.204340e-01
71	-1.153804e-01
72	-1.104505e-01
73	-8.005957e-02
74	-6.252883e-02
75	-7.294279e-02
76	-7.903100e-02
77	-8.266015e-02
78	-9.266587e-02
79	-8.693598e-02
80	-7.407483e-02
81	-7.669178e-02
82	-8.350810e-02
83	-8.123862e-02
84	-6.234032e-02
85	-1.317813e-02
86	-3.673684e-03
87	-9.638786e-03
88	-7.598651e-03
89	-4.167136e-04
90	-1.296509e-02
91	-7.233553e-03
92	1.711187e-02
93	3.137509e-02
94	3.255451e-02
95	3.334062e-02
96	4.409271e-02
97	4.049869e-02
98	3.514380e-02
99	3.024012e-02
100	4.281968e-02
101	4.256033e-02
102	2.419932e-02
103	1.073151e-02
104	3.602510e-02
105	5.215452e-02
106	5.455804e-02
107	2.488768e-02
108	3.274174e-02
109	3.507072e-02
110	1.495288e-02
111	8.023871e-03
112	3.346148e-03
113	1.756083e-02
114	6.760864e-03
115	-1.753939e-02
116	-3.579786e-02
117	-1.261998e-02
118	1.153445e-03
119	-1.196816e-02
120	-2.310814e-02
121	-5.553966e-02
122	-8.205814e-02
123	-1.078332e-01
124	-8.407059e-02
125	-6.626859e-02
126	-6.569554e-02
127	-6.466652e-02
128	-4.595433e-02
129	-1.533152e-02
130	-1.306546e-02
131	1.224438e-02
132	4.591442e-02
133	3.437600e-02
134	3.615794e-02
135	5.142877e-02
136	4.715140e-02
137	4.131695e-02
138	3.444188e-02
139	5.374155e-02
140	5.569119e-02
141	4.432189e-02
142	7.113351e-02
143	1.010681e-01
144	7.927809e-02
145	7.829741e-02
146	8.753841e-02
147	9.677188e-02
148	7.105252e-02
149	5.708342e-02
150	3.502351e-02
