0	1.000000e+00
1	6.008774e-01
2	3.341226e-01
3	2.002587e-01
4	1.284251e-01
5	1.080692e-01
6	3.037435e-02
7	-3.713459e-02
8	-8.391878e-02
9	-9.037220e-02
10	-9.891152e-02
11	-1.172767e-01
12	-1.052971e-01
13	-8.347680e-02
14	-9.583037e-02
15	-1.057688e-01
16	-7.806434e-02
17	-7.149081e-02
18	-2.478960e-02
19	-3.672436e-02
20	-6.053051e-02
21	-4.137481e-02
22	-2.768341e-02
23	-3.946538e-02
24	-3.472813e-02
25	-8.875259e-03
26	2.211265e-02
27	8.281048e-02
28	6.910723e-02
29	6.222239e-02
30	6.235664e-02
31	4.680964e-02
32	3.598660e-02
33	1.446594e-02
34	2.030624e-02
35	-7.015313e-03
36	-4.656530e-02
37	-5.535362e-02
38	-5.817079e-02
39	-6.563096e-02
40	-6.433972e-02
41	-6.056142e-02
42	-4.766782e-02
43	-4.513406e-02
44	-5.796463e-02
45	-6.034052e-02
46	-5.752327e-02
47	-4.808053e-02
48	-3.439402e-02
49	-3.908620e-02
50	-4.030328e-02
51	-7.642519e-02
52	-5.272713e-02
53	-1.872557e-02
54	-2.928376e-03
55	6.892150e-03
56	4.715834e-03
57	4.655746e-02
58	6.031645e-02
59	6.046271e-02
60	7.476699e-02
61	7.222428e-02
62	7.839023e-02
63	7.226687e-02
64	6.996756e-02
65	2.684382e-02
66	-4.463095e-03
67	-1.875193e-04
68	4.727930e-03
69	-1.315801e-02
70	-3.051250e-02
71	-4.693812e-02
72	-5.797375e-02
73	-2.711474e-02
74	-1.046593e-02
75	2.170152e-02
76	6.137117e-04
77	-2.912199e-02
78	-3.271385e-02
79	-2.888434e-02
80	-3.815762e-03
81	1.255989e-02
82	2.063905e-02
83	1.480518e-02
84	2.368513e-02
85	6.124518e-02
86	8.951716e-02
87	1.140363e-01
88	1.063944e-01
89	1.071847e-01
90	9.286097e-02
91	9.289952e-02
92	8.917224e-02
93	8.224124e-02
94	4.625749e-02
95	2.571022e-02
96	1.153202e-02
97	-4.414323e-03
98	-4.175033e-02
99	-7.888728e-02
100	-1.150678e-01
101	-1.518205e-01
102	-1.494612e-01
103	-1.196263e-01
104	-9.672319e-02
105	-9.060829e-02
106	-5.985907e-02
107	-3.081306e-02
108	-4.024285e-04
109	2.730675e-02
110	4.543833e-02
111	3.340598e-02
112	2.216125e-02
113	6.034350e-03
114	4.946956e-03
115	1.617995e-02
116	2.735413e-02
117	3.581843e-02
118	1.827296e-02
119	3.823476e-02
120	4.301018e-02
121	5.012531e-02
122	4.991646e-02
123	-8.955299e-04
124	-3.080323e-02
125	-5.324238e-02
126	-6.781716e-02
127	-7.671875e-02
128	-1.362479e-01
129	-1.768077e-01
130	-1.894277e-01
131	-1.632780e-01
132	-1.350981e-01
133	-1.332635e-01
134	-8.273551e-02
135	-5.063361e-02
136	-5.268429e-02
137	-1.465768e-02
138	-5.902348e-03
139	1.135472e-02
140	4.932723e-02
141	6.652981e-02
142	1.217747e-01
143	1.185636e-01
144	9.558995e-02
145	7.894264e-02
146	6.413757e-02
147	6.521815e-02
148	8.160148e-02
149	8.271179e-02
150	5.191680e-02
