0.300000	2.8586647268e+00	2.4103127420e-03
0.333000	2.3590669241e+00	1.6199417659e-03
0.366000	2.0218312707e+00	1.1254644697e-03
0.399000	1.7098256226e+00	8.1261360165e-04
0.432000	1.4826419447e+00	5.8820640647e-04
0.465000	1.2392151081e+00	4.3305658959e-04
0.498000	1.1238003088e+00	3.3814312287e-04
0.531000	1.0088443555e+00	2.6558741575e-04
0.564000	9.3311163605e-01	2.1321641738e-04
0.597000	8.6363199404e-01	1.7907268444e-04
0.630000	8.0944273006e-01	1.5052234906e-04
0.663000	7.5982901816e-01	1.0957768780e-04
0.696000	7.3539289090e-01	9.8072939508e-05
0.729000	7.0590169836e-01	9.2650445080e-05
0.762000	6.9925837170e-01	1.1070285491e-04
0.795000	6.8158345098e-01	1.0406521741e-04
0.828000	6.6807426731e-01	1.0493329465e-04
0.861000	7.0214488400e-01	1.2328850365e-04
0.894000	7.2174702107e-01	1.7728213193e-04
0.927000	7.3461121308e-01	1.8914288581e-04
0.960000	7.3008912616e-01	1.8257327019e-04
0.993000	7.4790437760e-01	1.9688026155e-04
1.026000	7.6736073750e-01	2.2458396880e-04
1.059000	6.9366890631e-01	1.2418155440e-04
1.092000	7.0620979418e-01	1.3174867859e-04
1.125000	7.2238983131e-01	1.4637155311e-04
1.158000	7.3989640852e-01	1.5261640218e-04
1.191000	7.6183061341e-01	1.6488856815e-04
1.224000	7.7756332418e-01	1.7151024720e-04
1.257000	8.0773693948e-01	2.0178071049e-04
1.290000	8.3862739899e-01	2.1998050689e-04
1.323000	8.6625880058e-01	2.3695918699e-04
1.356000	9.0089398717e-01	2.6945695966e-04
1.389000	9.1893776668e-01	2.7808422608e-04
1.422000	9.3767530231e-01	2.8650357144e-04
1.455000	1.1131077404e+00	1.0664566668e-03
1.488000	1.1275483301e+00	9.3987794145e-04
1.521000	1.1915755585e+00	1.1388622964e-03
1.554000	1.2322318621e+00	1.1490899304e-03
1.587000	1.2418450797e+00	1.1477138162e-03
1.620000	1.2961468020e+00	1.2273248280e-03
1.653000	1.1661010420e+00	5.1737497578e-04
1.686000	1.2147738477e+00	6.1197453891e-04
1.719000	1.2556369721e+00	6.5788720366e-04
1.752000	1.2991335283e+00	6.9485793751e-04
1.785000	1.3359019282e+00	7.1225581889e-04
