1	1.48796502288e+00
2	1.06577486493e+00
3	9.62387028569e-01
4	9.13429937516e-01
5	8.86916586869e-01
6	8.71777042035e-01
7	8.62910693078e-01
8	8.57648475239e-01
9	8.54502010261e-01
10	8.52612528934e-01
11	8.51475024518e-01
12	8.50789189218e-01
13	8.50375307867e-01
14	8.50125412826e-01
15	8.49974477250e-01
16	8.49883293008e-01
17	8.49828204460e-01
18	8.49794926023e-01
19	8.49774812404e-01
20	8.49762653975e-01
21	8.49755311501e-01
22	8.49750871159e-01
23	8.49748191545e-01
24	8.49746572316e-01
25	8.49745591138e-01
26	8.49744999434e-01
27	8.49744645242e-01
28	8.49744428538e-01
29	8.49744296767e-01
30	8.49744216967e-01
31	8.49744168157e-01
32	8.49744138726e-01
33	8.49744121500e-01
34	8.49744110803e-01
35	8.49744104144e-01
