1	1.62022491793e+00
2	2.92301201001e+00
3	2.99770463363e+00
4	3.18120474651e+00
5	3.13955392336e+00
6	3.20289096369e+00
7	3.16351505101e+00
8	3.20024483160e+00
9	3.17242504754e+00
10	3.19597952371e+00
11	3.17721887577e+00
12	3.19274134133e+00
13	3.18019937339e+00
14	3.19050743974e+00
15	3.18213647428e+00
16	3.18899868920e+00
17	3.18341334355e+00
18	3.18798590430e+00
19	3.18425957015e+00
20	3.18730773723e+00
21	3.18482181059e+00
22	3.18685421954e+00
23	3.18519590894e+00
24	3.18655120665e+00
25	3.18544502724e+00
26	3.18634887075e+00
27	3.18561101212e+00
28	3.18621380714e+00
29	3.18572165095e+00
30	3.18612367384e+00
31	3.18579540528e+00
32	3.18606353658e+00
33	3.18584458204e+00
34	3.18602341686e+00
35	3.18587737816e+00
36	3.18599665378e+00
37	3.18589925052e+00
38	3.18597880409e+00
39	3.18591383402e+00
40	3.18596689191e+00
41	3.18592355926e+00
42	3.18595894552e+00
43	3.18593005230e+00
44	3.18595365460e+00
45	3.18593437432e+00
46	3.18595011627e+00
47	3.18593726212e+00
48	3.18594776449e+00
49	3.18593919077e+00
50	3.18594619136e+00
51	3.18594046817e+00
52	3.18594514197e+00
53	3.18594132562e+00
54	3.18594443866e+00
55	3.18594190031e+00
56	3.18594397932e+00
57	3.18594227622e+00
58	3.18594366063e+00
59	3.18594253365e+00
60	3.18594345753e+00
61	3.18594270212e+00
62	3.18594332128e+00
63	3.18594281755e+00
64	3.18594322602e+00
65	3.18594289304e+00
66	3.18594316380e+00
67	3.18594294250e+00
68	3.18594312172e+00
69	3.18594297625e+00
70	3.18594309358e+00
71	3.18594299870e+00
72	3.18594307709e+00
73	3.18594301342e+00
74	3.18594306593e+00
75	3.18594302268e+00
76	3.18594305835e+00
77	3.18594302951e+00
78	3.18594305290e+00
79	3.18594303342e+00
80	3.18594304964e+00
81	3.18594303568e+00
82	3.18594304769e+00
83	3.18594303768e+00
84	3.18594304594e+00
